SKU,NOMBRE,UBICACION-1,UBICACION-2,UBICACION-3
TC000280,Pelota de Tenis,,,
TC000264,Cable de Telefono 2 Pines,,,
TC000229,Carton Piedra 20x20 Cm,,,
TC000214,Balanza de Cocina - 5 Kg,Ex 21,39,
TC000010,Pelota de Ping Pong,,,
SETML014,Pack de 50 Torulas Nasofaringea- Esteril,,,
setml013,Tubo polipropileno 10 mL fondo conico 16 mm + tapa a presion externa - 100 unid,38,,
SETML012,STARTER KIT para lupa esteresocopica,Ex 14,,
SETML011,STARTER KIT para microscopios,Ex 14,,
SETML010,Sistema de filtración al vacío con núcleo de vidrio - Kitasato 500 mL - 40 - 47 mm,,,
SETML009,Sistema de filtración al vacío S - Kitasato 250 mL - Buchner diam int 54 mm,36,,
SETML008,Sistema de filtración al vacío M - Kitasato 500 mL - Buchner diam int 73 mm,36,,
SETML007,Sistema de filtración al vacío L - Kitasato 1000 mL - Buchner diam int 90 mm,36,,
SETML006,Tubo polipropileno 10 ml fondo conico 16 mm + tapa rosca - 100 unid,Ex 7,38,
SETML005,Tubo polipropileno 10 ml fondo conico 16 mm + tapa a presion interna - 100 unid,Ex 7,38,
SETML004,Tubo Tipo falcon de  de 15 mL sin Faldon - No Esteril  - Pack 50 unidades,Ex 7,38,
SETML003,Aguja de disección recta - Pack 12 unidades,18,,
SETML001,Set de 10 pinzas plásticas desechables - 10 cm,18,,
SETMD001,Diapasón 256 Hz + Martillo,,,
RV000151,SOBRE DE ENVÍO - BOLSA BURBUJA 12X17 CM - 500 UNID,,,
RV000149,Bolso para Microscopio- 30*20*45cm,41,,
RV000148,Cotona o Bata de Laboratorio Hombre - Talla XXL,Ex,29,
RV000127,Delantal o Bata de Laboratorio Mujer - Talla XL,Pasillo Salida,29,
RV000126,Delantal o Bata de Laboratorio Mujer- Talla XS,,,
RV000125,Cotona o Bata de Laboratorio Hombre - Talla Xl,Ex,29,
RV000119,Cotona o Bata de Laboratorio Hombre - Talla L,Ex,29,
RV000118,Cotona o Bata de Laboratorio Hombre - Talla M,Ex,29,
RV000117,Cotona o Bata de Laboratorio Hombre - Talla S,29,,
RV000106,Kit Escolar de Circuitos Electricos,Ex 9,9,
RV000090,Calculadora Cientifica,23,,
RV000071,Soporte de Techo para Proyector,,,
RV000027,Esfingomanometro de Mercurio,Ex 7,,
RV000019,Delantal o Bata de Laboratorio Mujer - Talla L,Ex,29,
RV000018,Delantal o Bata de Laboratorio Mujer - Talla M,Ex,29,
RV000017,Delantal o Bata de Laboratorio Mujer- Talla S,Ex,29,
RV000015,Estetoscopio,Ex 7,5,
RV000006,Autito de Juguete Pequeño,,,
RP0439X3,Alginato de sodio - Solucion 1.5% - 5 litros,,,
RP0281B4,Glicerina - 100 Ml,,,
RP0271F3,Alumbre de Potasio - 200 Gramos,,,
RP0254B1,Tolueno Tecnico - 1 Litro,,,
RP0250F3,Agar Luria Base - 100 Gramos,,,
RP0248D3,Indigo Carmin 1% - 10 Ml,28,,
RP0239B1,Acetona Pura - 1 Litro,30,,
RP0237F5,Yodato de Potasio P.a. - 50 Gramos,28,,
RP0227B1,Hexano Tecnico - 1 Litro,,,
RP0223F4,Silica Gel - 250 Gramos,,,
RP0218B1,Acido Sulfurico 3% - 1 Litro,,,
RP0214T6,Azul de Toluidina 1% - 100 ml,,,
RP0211F1,Hidroxido de Calcio - Tecnico - 1 Kg,,,
RP0202D2,"Safranina 0,50% - Gotero 30 Ml",,,
RP0202B2,"Safranina 0,50% - 500 Ml",,,
RP0200D1,Fucsina Acida 1% - Solucion Alcoholica - Gotero 100 Ml,28,,
RP0188B1,Alcohol Etilico o Etanol 70° - 1 Litro,28,30,
RP0186Z4,Zinc Granallas - 100 Gramos,28,,
RP0185F1,Sulfato de Sodio - 1 Kg,,,
RP0182F4,Sulfato de Magnesio Heptahidratado - 250 Gramos,,,
RP0181F3,Sulfato de Hierro Ii - 250 Gramos,,,
RP0180B1,Amoniaco 28% - 30% - P.A. - 1 Litro,,,
RP0177F6,Fucsina Acida - 25 Gramos,,,
RP0168B1,Silicato Sodico 40/42º Baume - 1 Litro,,,
RP0166D3,Reactivo Anti Ab - 10 Ml,QUÍMICA,,
RP0165D3,Reactivo Anti D - 10 Ml,QUÍMICA,,
RP0164D3,Reactivo Anti B - 10 Ml,QUÍMICA,,
RP0163D3,Reactivo Anti a - 10 Ml,QUÍMICA,,
RP0159Z1,Glicerina Solida (base Jabones) - 1 Kg,28,,
RP0157B1,Silicato Sodico 50/52º Baume - 1 Litro,,,
RP0154F1,Sulfato de Zinc - 1 Kg,,,
RP0153B1,Acido Sulfurico Concentrado - Tecnico - 1 Litro,,,
RP0151B1,Agua Oxigenada 6% (20 volúmenes) - 1 Litro,28,30,
RP0150F4,Violeta de Genciana (Cristal violeta) - 100 Gramos,28,,
RP0149D3,Orceina acetica - 30 mL,,,
RP0147B1,Cloroformo - Tecnico - 1 Litro,,,
RP0145B1,Acido Formico - 1 Litro,,,
RP0142ST,Papel de feniltiourea PTC - 100 Tiras de Papel,28,,
RP0137D4,Aceite de Inmersion - Gotero - 4 Ml,28,,
RP0137D1,Aceite de Inmersion - 100 mL,28,,
RP0136B1,Acetato de Etilo - Tecnico - 1 Litro,,,
RP0135B1,Acido Nitrico 70% - P.a. - 1 Litro,28,,
RP0134F1,Nitrato de Potasio - 1 Kg,,,
RP0130F4,Cromato de Potasio - 100 Gramos,,,
RP0129F4,Agar Nutritivo - 100 Gramos,,,
RP0128F5,Cloruro de Hierro Iii Hexahidratado - P.a. - 50 Gramos,,,
RP0124F4,Acido Ascorbico - 100 Gramos,28,,
RP0120F4,Cloruro de Estroncio Hexahidratado - 100 G,,,
RP0119B1,Acido Nitrico - Tecnico - 1 Litro,,,
RP0118B1,Eter de Petroleo 75-95º - 1 Litro,,,
RP0117X4,Etanol Absoluto - P.a. - 2.5 Litros,,,
RP0116F4,Medio de Cultivo LB (caldo LB)   - 100 GRAMOS,,,
RP0115F4,Yodo Metalico Resublimado (cristales de yodo) - 100 Gramos,,,
RP0114F2,Cloruro de Sodio - Tecnico - 500 Gramos,,,
RP0112F2,Almidon de Maiz - 500 Gramos,,,
RP0111B2,Acido Clorhidrico 6n - 500 Ml,,,
RP0110B2,Acido Sulfurico 2n - 500 Ml,,,
RP0109PE,Pastilla Efervescente,,,
RP0106F2,Acido Borico - 500 Gramos,,,
RP0100D1,Azul de Metileno 1% - Gotero 100 Ml,,,
RP0100B3,Azul de Metileno 1% - 250 Ml,,,
RP0100B1,Azul de Metileno 1% - 1 Litro,,,
RP0096B1,Vaselina Liquida - 1 Litro,30,,
RP0094B3,Yodo en Solucion Alcoholica 2% - 250 Ml,,,
RP0091X3,Agua Pura (osmosis Reversa) - Bidon 5 Litros,10,,
RP0091B1,Agua Pura (osmosis Reversa) - 1 Litro,10,28,
RP0086F5,Yoduro de Potasio - 50 Gramos,,,
RP0086F4,Yoduro de Potasio - 100 Gramos,28,,
RP0086F1,Yoduro de Potasio - 1000 Gramos,,,
RP0083F4,Tiosulfato de Sodio - 100 Gramos,28,,
RP0083F2,Tiosulfato de Sodio - 500 Gramos,,,
RP0083F1,Tiosulfato de Sodio - 1 Kg,,,
RP0080X3,Alcohol Isopropilico - Tecnico - 5 Litros,,,
RP0080B1,Alcohol Isopropilico - Tecnico - 1 Litro,28,,
RP0078MG,Cinta de Magnesio - 1 Metro,,,
RP0077F4,Sulfato de Cobre Pentahidratado - 100 Gramos,,,
RP0077F3,Sulfato de Cobre Pentahidratado - 250 Gramos,,,
RP0077F2,Sulfato de Cobre Pentahidratado - 500 Gramos,,,
RP0076F3,Acido Oxalico - 250 Gramos,,,
RP0075F1,Sulfato de Aluminio - 1 Kg,,,
RP0073F4,Permanganato de Potasio - 100 Gramos,28,,
RP0073F3,Permanganato de Potasio - 250 Gramos,,,
RP0073F2,Permanganato de Potasio - 500 Gramos,,,
RP0071F4,Luminol- 10 gramo,28,,
RP0070F4,Luminol- 1 gramo,28,,
RP0068F7,Nitrato de Plata - 10 Gramos,,,
RP0068F6,Nitrato de Plata - 25 Gramos,28,,
RP0068F5,Nitrato de Plata - 50 Gramos,,,
RP0064F2,Nitrato de Amonio - 500 Gramos,,,
RP0063F2,Lactosa - 500 Gramos,,,
RP0062F5,Limaduras de hierro para experimentos de magnetismo - 50 gramos,28,,
RP0061F2,Hidroxido de Sodio - P.a. - 500 Gramos,,,
RP0060F2,Hidroxido de Sodio en Perlas - 500 Gramos,,,
RP0060F1,Hidroxido de Sodio en Perlas - 1 Kg,,,
RP0059F1,Hidroxido de Potasio - 1 Kg,,,
RP0057F2,Glucosa Monohidrato (dextrosa) - 500 Gramos,,,
RP0056F5,Cloruro de litio anhidro p.a. - 50 gramos,,,
RP0054F6,Fenolftaleina - 25 Gramos,,,
RP0054F4,Fenolftaleina - 100 Gramos,,,
RP0053F4,Dicromato de Potasio - 100 Gramos,28,,
RP0051F2,Cloruro de Sodio - Usp - 500 Gramos,,,
RP0050F2,Cloruro de Potasio Técnico - 500 Gramos,,,
RP0049F2,Cloruro de Magnesio Hexahidrato - 500 Gramos,,,
RP0048F4,Cloruro de Cobre Ii - 100 Gramos,,,
RP0047F4,Cloruro de Cobalto - 100 Gramos,28,,
RP0046F2,Cloruro de Calcio - 500 Gramos,,,
RP0044F4,Cloruro de Bario - 100 Gramos,28,,
Rp0041f1,Carbonato De Sodio - 1 Kg,,,
RP0040F4,Carbonato de Cobre - 100 Gramos,28,,
RP0039Z1,Carbonato de Calcio - 1 Kg,28,,
RP0038F5,Bromuro de Potasio - 50 Gramos,28,,
RP0037F2,Borax - 500 Gramos,,,
RP0037F1,Borax - 1 Kg,,,
RP0036F2,Bicarbonato de Sodio - 500 Gramos,,,
RP0036F1,Bicarbonato de Sodio - 1 Kg,,,
RP0035F2,Azufre - 500 Gramos,,,
RP0034F4,Alginato - 100 Gramos,28,,
RP0033F4,Agar - Agar - 100 Gramos,,,
RP0032F1,Acido Citrico - 1000 Gramos,,,
RP0030F2,Acetato de Sodio - 500 Gramos,,,
RP0029D1,Sudan Iii (solucion Alcoholica) - Gotero 100 Ml,,,
RP0027D2,Lugol - Gotero 30 Ml,,,
RP0027B4,Lugol - 100 Ml,,,
RP0027B2,Lugol - 500 Ml,,,
RP0027B1,Lugol - 1 Litro,,,
RP0026B1,Hidroxido de Sodio 1m - 1 Litro,,,
RP0025B1,"Hidroxido de Sodio 0,1m - 1 Litro",,,
RP0024D2,Fucsina Basica - Gotero 30 Ml,,,
RP0023D1,"Fenolftaleina 1%, Solucion Alcoholica - Gotero 100 Ml",,,
RP0023B3,"Fenolftaleina 1%, Solucion Alcoholica - 250 Ml",,,
RP0023B1,"Fenolftaleina 1%, Solucion Alcoholica - 1 Litro",,,
RP0022B3,Fehling B - 250 Ml,,,
RP0022B2,Fehling B - 500 Ml,,,
RP0022B1,Fehling B - 1 Litro,,,
RP0021B2,Fehling a - 500 Ml,,,
RP0021B1,Fehling a - 1 Litro,,,
RP0019D1,Violeta de Genciana (Cristal Violeta) - Gotero 100 Ml,28,,
RP0017D1,Reactivo de Biuret - Gotero 100 Ml,28,,
RP0017B3,Reactivo de Biuret - 250 Ml,,,
RP0017B1,Reactivo de Biuret - 1 L,,,
RP0016D1,Reactivo de Benedict - Gotero 100 Ml,28,,
RP0016B3,Reactivo de Benedict - 250 Ml,,,
RP0016B2,Reactivo de Benedict - 500 Ml,,,
RP0016B1,Reactivo de Benedict - 1 Litro,,,
RP0015D1,Azul de Bromotimol 1% - Gotero 100 Ml,,,
RP0015B1,Acido Sulfurico Concentrado 95-98% - P.a. - 1 Litro,,,
RP0014D1,"Anaranjado de Metilo 0,10% - Gotero 100 Ml",,,
RP0014B1,Metanol o Alcohol Metilico - 1 Litro,28,30,
RP0013B1,Acetona - Tecnico - 1 Litro,28,30,
RP0012B1,Acido Clorhidrico 1M - 1 Litro,,,
RP0011D1,Nitrato de Plata 0.1m - Gotero 100 Ml,,,
RP0010B1,Formalina o Formaldehido 37% - 1 Litro,,,
RP0009B1,Amoniaco 25% - Tecnico - 1 Litro,,,
RP0008B1,Alcohol de Quemar - 1 Litro,28,30,
RP0007B3,Alcohol Etilico o Etanol 95° - 250 Ml,28,30,
RP0007B1,Alcohol Etilico o Etanol 95° - 1 Litro (desnaturalizado),28,30,
RP0006B1,Agua Oxigenada 9% (30 Volumenes) - 1 Litro,28,30,
RP0005B1,Agua Oxigenada 3% (10 volúmenes) - 1 Litro,28,30,
RP0004B1,Acido Clorhidrico Concentrado 37% P.a - 1 Litro,,,
RP0003B1,Glicerina - 1 Litro,28,30,
RP0002P1,Set de 10 Depósito o Reservorio de Reactivo para Pipeteo,,,
RP0002B1,Acido Acetico 99% - 1 Litro,,,
RP0001PH,"Set de soluciones de calibración 4, 7, 10 - 20 mL",,,
RP0001P1,Set de 50 Depósito o Reservorio de Reactivo para Pipeteo,,,
RP0001B1,Acido Acetico 90% - Tecnico - 1 Litro,,,
PP0255MT,Motor 6v Chico,,,
PP0233PT,Potenciometro Rotatorio B1k,,,
PP0229TF,"Ducto de Aluminio Flexible 6"" X 2 Mts",,,
PP0172LV,Lavadero Simple - Copero con Caldo de 4.3 Cm de Diam. Lado Derecho,,,
PP0165LV,Desagüe lavabo circular,,,
PP0093LD,Led 5mm Verde,,,
PP0091RE,Resistencia 100 Kohm 1/2w,,,
PP0069TR,Transformador 3-12v 1200a,,,
PP0049TE,Tapa Externa Plastica para Tubo Fondo Conico de 10 Ml,,,
PP0048TR,Tapa Rosca Plastica para Tubo Fondo Conico de 10 Ml,,,
PP0047TI,Tapa Interna Plastica para Tubo Fondo Conico de 10 Ml,,,
PP0024PC,Porta Celular BQ,,,
PP0003TA,Riel Telescopico 450 Mm Zinc,,,
PKEL0004,Set de 10 LED de testeo de conductividad para armar,,,
PKEL0003,Cable Dupont Macho Caimán (pack de 10 cables),,,
PKEL0002,Cable Dupont macho macho 20 cm - Pack 40 unidades,,,
PKEL0001,Mini protoboard 170 puntos,,,
PK00118B,Tarjetas Juego Homeostasis - Cuerpo,,,
PK00118A,Tarjetas Juego Homeostasis - Hipotalamo,,,
PK000600,Materiales de ciencia EXPERIMENTA,,,
PK000538,Esterilización,,,
PK000535,Archivador blanco 2 anillos tamaño carta,,,
PK000532,Cinta de teflon para griferia,,,
PK000528,HERMETICO VIDRIO CUAD 520ML T/BROCHES,,,
PK000527,HERMETICO VIDRIO CUAD 320ML T/BROCHES,,,
PK000526,CUCHARA MEDIDA 6 PCS,,,
PK000524,Toalla de Alcohol 70º - Pack de 100 unidades,,,
PK000457,Bolsa Genero Impresa- 37x45 cm - Kit de Astronomia,,,
PK000438,"Plumón de pizarra negro con borrador en la tapa (largo 11,5 cm x ancho 1,4 cm)",,,
PK000419,Gradilla Interno Minikit Adn,,,
PK000418,Gradilla Interna Minikit Gomiperlas,,,
PK000416,Gradilla Interna Minikit Vitc,,,
PK000328,Bolsa con Lentejuelas,,,
PK000326,Guantes de Nitrilo Talla S - 4 unidades - SuscribScience®,,,
PK000325,Set de Escarchas 3 Colores - SuscribScience®,,,
PK000324,Instructivo Kit Jan Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000323,Insytructivo Kit Ritter Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000322,Instructivo Kit Raoult Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000321,Instructivo Kit Boyle Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000320,Instructivo Kit Agnes Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000319,Instructivo Kit Sorensen Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000318,Instructivo Kit Marjorie Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000317,Instructivo Kit Elsie Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000316,Instructivo Kit Newton Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000315,Instructivo Kit Glauber Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000314,Instructivo Kit Elizabeth Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000313,Instructivo Kit Arquímides Tamaño Carta 4/4 Colores en Papel Couche 130 gr Plisado en Cruz,,,
PK000312,Instructivo Laboratorio Portatil Tamaño Media Carta 4/4 Color en Papel Couche 130 gr,,,
PK000308,Paleta de madera 150x18 mm,,,
PK000306,Torula Esteril Individual - Kit TDM Nasofaringea,,,
PK000304,Resorte Acero Inox 0.7 Ext - 8.4 Largo - Cuerpo 39cm mas Orejas,,,
PK000303,Resorte Acero Inox 0.7 Ext - 9.4 Largo - Cuerpo 46cm mas Orejas,,,
PK000301,Faja Impresa para Kit de Dinamica para Experiencias de Colisiones Empirica,,,
PK000300,Faja Impresa para Kit de Dinamica con Plano Inclinado Empirica,,,
PK000298,Faja Impresa para Kit de Microbiologia Avanzada Empirica,,,
PK000297,Faja Impresa para Kit de Fuerza Empirica,,,
PK000288,Instructivo Clone At Home Español,,,
PK000285,Instructivo Quimikadabra,,,
PK000284,Instructivo Gomiperlas,,,
PK000282,Caja Minikit Vitc,,,
PK000281,Caja Minikit Quimikadabra,,,
PK000280,Caja Minikit Gomiperlas,,,
PK000279,Caja Minikit Adn,,,
PK000278,"Tubo Autoclavable con Faldon y/o - Ring de 1,5 a 2 Ml- Cónico",,,
PK000274,Termometro Digital Adhesivo - 34 a 50°c,1,,
PK000273,Pote Plastico Celda Kit de Cobre,,,
PK000265,Esfingomanometro con Estetoscopio,,,
PK000245,Bloque de Madera para Experiencias de Dinamica,,,
PK000243,Guia Metodologica Kit de Dinamica con Plano Inclinado,,,
PK000238,Guia Metodologica Kit de Fuerzas,,,
PK000232,Guia Metodologica Kit de Experiencias en Microbiologia,,,
PK000230,Guia Metodologica Kit Oxido Reduccion,,,
PK000229,Lamina Fotocopiable Desafio Codigo Morse,,,
PK000228,Set de 25 Tarjetas Jenga de las enfermedades,,,
PK000227,Set de 36 Tarjetas Sexualidad y autocuidado,,,
PK000226,Paquete de Pinzas de Madera para Ropa - 24 unidades,,,
PK000224,Lamina Serie Triboelectrica - Tamaño Carta,,,
PK000222,Lamina Ciclo de las rocas,,,
PK000221,Crayones de Colores - Caja 12 Un,,,
PK000220,Auto a Pilas,,,
PK000219,Auto a Cuerda,,,
PK000208,Lamina Las 4 etapas de la mitosis - Tamaño Carta,,,
PK000203,Alambre Esmaltado Awg 12 en Rollo - 2 Metros,,,
PK000202,Alambre Esmaltado Awg 18 en Rollo - 2 Metros,,,
PK000201,Alambre Esmaltado Awg 28 en Rollo - 2 Metros,,,
PK000199,Set de 8 Laminas de Materiales de Actividad Gomiperlas,,,
PK000192,"Set de 20 Cartas ""Etapas de Desarrollo de Seres Vivos""",,,
PK000190,"Alambre de Nicrom 0,5 Mm - 2 Metros",,,
PK000189,Set de 14 Laminas Etapas Del Desarrollo Humano,,,
PK000188,Peluche Pequeño,,,
PK000181,set de 5 Objetos para Kit de Sensaciones,,,
PK000179,Caja Bordes Redondeados 20x20x30 Cm (kit Sensaciones),,,
PK000178,Paño de Bandera Impreso en Papel Couche,,,
PK000175,Guia de 7 Experiencias Cientificas de Maleta de Calor,,,
PK000174,Guia de 11 Experiencias Cientificas de Maleta de Calor,,,
PK000173,"Cañeria de Cobre 3/4"" - 20 Cm",,,
PK000170,Set de Laminas de Busqueda Del Tesoro,,,
PK000169,Lamina de Desayuno - Tamaño Carta,,,
PK000161,Nitrocelulosa - 10 X 10 Cm,,,
PK000160,Disco Metalico - 19 mm Diametro,,,
PK000147,Set de 10 Laminas Fotocopiables Movimientos Humanos,,,
PK000143,Set de 3 Lamina Cadena Alimentaria Tamaño Carta,,,
PK000136,Set de 4 Laminas de Instrumentos de Medicion,,,
PK000135,Set de 3 Laminas de Microorganismos,,,
PK000127,Circulos Cintillos Cadena Trofica (set 45 Unid),,,
PK000117,Vinilo Armario de Fisica,,,
PK000116,Vinilo Armario de Biologia,,,
PK000115,Vinilo Armario de Quimica,,,
PK000114,Vinilo Armario de Ciencias,,,
PK000108,Resistencias 4.7 - 5.1 Kohm,,,
PK000107,Resistencias 20 - 30 Kohm,,,
PK000106,Condensador 4700uf 25v - Kit Electricidad,,,
PK000105,Condensador 1000uf 25v - Kit Electricidad,,,
PK000103,Lamina Homunculo Sensitivo,,,
PK000102,Juego Dinamica de Poblaciones - Tarjetas de Factores,,,
PK000101,Juego Dinamica de Poblaciones - Tablero,,,
PK000100,Juego Dinamica de Poblaciones - Set 4 Fichas,,,
PK000095,Lamina Corte Histologico de Testitulo y Ovario,,,
PK000081,anillo de conductividad,9,,
PK000079,Circuito Integrado - Kit Electricidad,,,
PK000078,Condensador 100uf 25v - Kit Electricidad,,,
PK000059,Bola de Billar,,,
PK000054,Laminas Placa Conductora -2,,,
PK000053,Lamina Nadador,,,
PK000052,Lamina Comida Saludable Vs Comida Chatarra,,,
PK000051,Lamina Fotocopiable Construyendo Una Red Trofica,,,
PK000050,Tarjetas Codigos de Colores de Resistores,,,
PK000049,Lamina Fotocopiable de Disco de Newton,,,
PK000048,Lamina Bailarina,,,
PK000043,Papel Metalico (30 Cuadrados de 5x5 Cm),,,
PK000042,Clips Plasticos (caja),,,
PK000040,Regla Plastica 20 Cm,,,
PK000039,Exprimidor de Jugos,,,
PK000038,Pala Plastica Pequeña,,,
PK000036,Titere de Dedo,,,
PK000034,Cotonito (paquete 200 Unidades),,,
PK000017,Palito Revolvedor,,,
P8111S,NEB	Thermolabile Proteinase K,,,
NS1020-T,"0.5 mL Fluorescence Detection Tubes, pack of 250- Benchmark",,,
NC000252,Anemometro Digital Basico,23,,
NC000221,Guia Metodologica Kit de Dinamica para Experiencias de Colisiones,,,
NC000104,Condensador de Repuesto de Destilador,,,
NC000003,Espectroscopio de Mano,,,
MP000245,Limpiapipa,,,
MP000212,Pendulo - 12 Mm Diametro,,,
MP000210,"Polar Amarillo para Set de Textura - 4,5 x 5,7 cm",,,
MP000209,"Carton Corrugado para Set de Textura - 4,5 x 5,7 cm",,,
MP000207,Aluminio en Lamina - 20 X 30 CM,,,
MP000206,Cobre en Lamina - 20 X 30 Cm,,,
MP000205,"Set de Colorantes (azul, Amarillo, Rojo)",14,,
MP000202,Iman de Neodimio 6x1 Mm,1,,
MP000195,Bolas de Acero - 5 Mm,,,
MP000194,Resorte de Extension de Acero 75 Mm,,,
MP000193,Resorte de Extension de Acero 225 Mm,,,
MP000192,Resorte de Extension de Acero 150 Mm,,,
MP000191,Resorte de Extension de Acero 100 Mm,,,
MP000188,Iman de Neodimio Rectangular - 5x9x13mm / 4000 Gauss,1,,
MP000187,Esencia para Jabones - 15 Ml,,,
MP000186,Colorante para Jabones - 20 Ml,,,
MP000185,Prensa C de 3 Pulgadas,,,
MP000184,Papel Lija Al Agua N° 400 - 1 Un,,,
MP000183,Termómetro Digital,,,
MP000180,"Ampolleta 4,8v + Socket",,,
MP000172,Bandeja o Caja Plastica Mediana,,,
MP000170,Jarro Plastico - 450 Ml,12,31,
MP000167,Iman de Neodimio (n38) Disco - 12 X 3 Mm - 2.670 Gauss Aprox.,1,,
MP000166,Iman de Neodimio (n35) Cilindrico - 3 X 12 Mm - 3.820 Gauss Aprox,1,,
MP000165,Iman de Neodimio (n35) Cilindrico - 5 X 11 Mm - 4.490 Gauss Aprox.,1,,
MP000164,Iman de Neodimio (n35) Disco - 5 X 2 Mm - 2.660 Gauss Aprox.,1,,
MP000162,Carpeta Fuelle Oficio,,,
MP000161,Velas Largas - 4 Un,,,
MP000160,Alambre Esmaltado Awg 12 en Rollo - 200 Gramos,,,
MP000159,Alambre Esmaltado Awg 18 en Rollo - 200 Gramos,,,
MP000158,"Alambre de Nicrom 0,5 Mm - 10 Metros",,,
MP000156,Aceite Vegetal - 900 Ml,,,
MP000154,Cable Macho - Hembra para Protoboard - Set 40 Unid,,,
MP000153,Cable Macho - Macho para Protoboard - Set 40 Unid,,,
MP000152,Iman Ceramico de Disco - 19 X 6 Mm,1,,
MP000142,Rollo Toalla de Papel - 12 Metros,,,
MP000136,Huincha de Medir Metalica - 5 Metros,,,
MP000125,Caja de Alfileres,,,
MP000124,Pliego de Papel Celofan,,,
MP000123,Papel Lija para Metal N°80 - 1 Un,,,
MP000121,Resistencias (50 - 300 Ohm),,,
MP000120,Alambre - 10 Metros,,,
MP000119,Bola de Acero,,,
MP000118,Papel Lija para Madera N°80 - 1 Un,,,
MP000117,Alambre Esmaltado Awg 27 en Rollo - 200 Gramos,,,
MP000116,Paño Amarillo,,,
MP000112,Pendulo - 25 Mm Diametro,,,
MP000111,Bloque de Madera con Gancho,,,
MP000110,Alicate para Pelar Cables,,,
MP000107,Protoboard 270 puntos,,,
MP000106,Varilla de Teflon,,,
MP000105,Cable de Red - 1 Metro,,,
MP000104,Resistencias 1 Kohm,,,
MP000103,Iman de Neodimio de Disco - 18 X 3 Mm,1,,
MP000102,Socket para Bateria 9 Volt,,,
MP000101,Portapilas - 4 Pilas Aa,,,
MP000100,Colador Plastico Pequeño,37,,
MP000100,Colador Plastico Pequeño,37,,
MP000095,Tenedor Plastico Transparente,,,
MP000094,Cuchillo Plastico Transparente,,,
MP000091,Set de 2 hoja impresa para conos de tamaño angular ( blanco y negro ) - Kit de Astronomia,,,
MP000089,Cinta Blanca Transferible - 3m x 24 mm x 40 m,,,
MP000084,Lavalozas - 300 a 500 Ml,,,
MP000082,Binder Clip Negros 25 Mm (caja 12 Unid),,,
MP000080,Tubo de Pvc Naranjo - 20 Cm de Largo - 16 de Diametro,,,
MP000079,Socket Ampolleta 2.5 V,,,
MP000078,Ampolleta 2.2 V,,,
MP000077,Temperas - Caja 12 Colores,,,
MP000075,Mina para Lapiz,,,
MP000074,Papel Picado (sobre de Chaya),,,
MP000073,Pelotitas de Plumavit de Relleno - Bolsa Pequeña,,,
MP000072,Clips Metalicos 50 Mm - 50 Un,,,
MP000071,Aguja para Inflar Balones / Pelotas,,,
MP000070,Bolitas de Vidrio,,,
MP000069,Espejos Cantos Pulidos - 80 X 80 Mm,,,
MP000068,Plasticina Colores - Caja 6 Un,,,
MP000067,Etiquetas 13x45 Cm - 80 por Hoja,,,
MP000066,Portapilas - 2 Pilas Aa,,,
MP000065,Licuadora Minipimer,,,
MP000064,Inciensos (paquete de 10),,,
MP000063,Elasticos - Bolsa 100 Gramos,,,
MP000062,Cola Fria - 120 Gramos,,,
MP000061,Ampolleta Led,,,
MP000060,Cintillo Stretch,,,
MP000059,Bombin para Globos,,,
MP000056,Vinagre (500 Cc),,,
MP000055,Vela pequeña,,,
MP000052,Tiza - Caja 12 Un,,,
MP000050,Terrones de Azucar - Caja 100 Un,,,
MP000049,Tenedor Plastico Blanco,,,
MP000048,Plato Plastico,,,
MP000047,"Pilas 1,5v Aaa",,,
MP000046,"Pilas 1,5v Aa",,,
MP000045,Pelota de Plumavit - 7 Cm,,,
MP000044,Papel Film Plastico,,,
MP000043,Rollo de Papel Aluminio,,,
MP000042,Paños Filtrantes - 22x21 Cm,,,
MP000041,Navecilla para Pesar Mediana,,,
MP000040,Marcador de Color - 12 unidades,,,
MP000038,Lupa Escolar,19,42,
MP000037,Linterna con Dinamo,Ex 9,31,
MP000036,Huincha de Sastre,,,
MP000035,Hilo de Coser,,,
MP000034,Globos - 50 unidades,,,
MP000033,Fuente Plastica Mediana,,,
MP000032,Espuma de Afeitar en Lata,,,
MP000031,Esponjitas de Maquillaje,,,
MP000030,Dados,,,
MP000028,Cuchara Plastica Desechable,,,
MP000027,Cuchara Plastica Reutilizable,,,
